variable,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
with_3544_male_medicare,"8,663","1,015","6,221","5,278","40,079","5,377","4,661","1,730",268,"23,277","12,559","1,517","3,792","14,502","6,543","2,508","2,334","8,266","7,626","1,926","7,055","6,356","15,677","6,103","5,663","10,174",732,"1,880","5,340","2,273","7,737","2,664","29,184","14,963",701,"16,130","6,199","7,527","16,348","1,253","7,951",640,"10,576","36,502","2,519",907,"8,882","8,235","3,448","7,327",614
no_3544_male_medicare,"296,728","51,764","452,979","185,803","2,686,625","434,610","222,058","59,067","54,228","1,382,139","672,173","87,014","123,061","808,239","421,240","200,246","183,867","264,235","280,178","83,703","393,029","449,229","585,235","385,846","171,606","378,829","74,753","126,509","215,539","88,948","605,826","131,114","1,226,592","640,608","52,241","702,605","248,254","291,490","795,967","69,774","318,208","58,153","436,138","2,087,262","232,989","39,445","554,138","560,531","98,781","362,584","40,630"
total_4554_male_medicare,"292,027","42,240","419,093","171,974","2,391,052","360,055","213,886","53,993","35,196","1,337,727","663,766","80,693","113,381","764,907","404,705","182,956","162,610","270,522","249,907","81,682","368,796","409,952","583,910","338,146","166,931","349,511","63,240","110,815","199,287","83,274","583,990","117,083","1,149,506","646,866","40,057","688,505","224,991","261,821","748,223","60,128","301,874","49,974","418,320","1,826,466","193,135","38,749","509,745","470,218","107,939","345,751","32,188"
with_4554_male_medicare,"17,612",506,"9,228","11,170","51,556","7,369","6,230","2,103",511,"46,497","22,400",763,"3,701","19,420","15,006","5,934","4,994","15,293","11,982","3,900","6,486","10,990","24,753","10,540","9,887","15,143","1,976","3,996","5,941","1,851","11,731","7,673","42,533","25,065",689,"26,042","11,885","7,486","30,078","3,745","13,351","1,148","15,142","49,771","5,096","1,577","14,110","9,312","6,036","10,737",602
no_4554_male_medicare,"274,415","41,734","409,865","160,804","2,339,496","352,686","207,656","51,890","34,685","1,291,230","641,366","79,930","109,680","745,487","389,699","177,022","157,616","255,229","237,925","77,782","362,310","398,962","559,157","327,606","157,044","334,368","61,264","106,819","193,346","81,423","572,259","109,410","1,106,973","621,801","39,368","662,463","213,106","254,335","718,145","56,383","288,523","48,826","403,178","1,776,695","188,039","37,172","495,635","460,906","101,903","335,014","31,586"
total_5564_male_medicare,"303,609","44,005","421,089","180,336","2,291,167","329,257","244,215","65,962","30,456","1,438,758","633,811","86,548","108,968","768,008","409,267","194,900","166,548","277,436","263,392","99,471","386,669","454,402","648,212","361,773","168,805","378,256","69,407","114,454","195,486","105,367","603,880","121,527","1,244,634","651,012","43,965","733,532","223,543","246,752","838,891","72,932","329,945","56,360","430,752","1,612,817","153,663","44,893","527,189","453,383","113,556","395,468","34,206"
with_5564_male_medicare,"46,406","2,278","32,949","26,328","138,430","17,418","16,648","5,892",860,"108,501","55,969","4,782","7,252","56,664","39,443","17,507","12,634","39,960","34,395","11,068","21,716","29,916","67,355","21,864","24,918","41,637","4,742","8,648","11,604","8,619","38,994","11,424","102,422","58,229","2,476","69,866","25,102","20,730","73,306","8,035","32,931","3,516","47,595","110,733","8,195","4,517","40,367","29,998","18,102","28,070","3,612"
no_5564_male_medicare,"257,203","41,727","388,140","154,008","2,152,737","311,839","227,567","60,070","29,596","1,330,257","577,842","81,766","101,716","711,344","369,824","177,393","153,914","237,476","228,997","88,403","364,953","424,486","580,857","339,909","143,887","336,619","64,665","105,806","183,882","96,748","564,886","110,103","1,142,212","592,783","41,489","663,666","198,441","226,022","765,585","64,897","297,014","52,844","383,157","1,502,084","145,468","40,376","486,822","423,385","95,454","367,398","30,594"
total_6574_male_medicare,"253,428","33,512","374,026","146,319","1,702,484","274,897","183,270","61,214","22,047","1,225,435","466,502","79,088","100,705","598,741","325,254","167,223","145,894","224,076","220,517","89,802","282,510","347,902","544,378","293,615","141,849","310,607","68,138","95,467","157,406","84,409","441,160","116,015","959,421","518,884","38,358","610,150","185,926","230,961","703,532","57,165","283,607","51,129","343,145","1,176,445","122,249","41,576","403,100","379,204","105,737","331,001","35,006"
with_6574_male_medicare,"238,564","31,238","343,474","137,885","1,518,963","252,403","165,927","56,524","19,406","1,132,165","430,351","70,259","96,070","543,876","303,679","156,592","134,136","214,673","207,701","85,317","251,106","308,814","511,519","272,996","135,008","291,548","65,958","87,345","144,616","76,892","390,874","108,538","878,143","485,150","36,769","567,762","174,992","216,597","653,489","51,832","271,098","48,740","322,564","1,067,933","108,868","39,082","367,487","346,958","101,652","312,830","33,540"
no_6574_male_medicare,"14,864","2,274","30,552","8,434","183,521","22,494","17,343","4,690","2,641","93,270","36,151","8,829","4,635","54,865","21,575","10,631","11,758","9,403","12,816","4,485","31,404","39,088","32,859","20,619","6,841","19,059","2,180","8,122","12,790","7,517","50,286","7,477","81,278","33,734","1,589","42,388","10,934","14,364","50,043","5,333","12,509","2,389","20,581","108,512","13,381","2,494","35,613","32,246","4,085","18,171","1,466"
total_o75_male_medicare,"152,120","16,262","282,405","94,007","1,102,739","155,791","119,683","36,867","14,150","966,911","269,431","57,833","59,210","361,668","190,642","97,750","86,574","130,398","123,165","53,752","176,862","214,849","322,222","171,942","79,931","188,932","40,715","57,501","102,074","47,379","273,991","75,013","610,274","315,546","22,555","355,542","112,448","144,691","430,724","34,594","174,386","25,946","205,194","681,989","71,744","24,409","256,263","226,917","67,289","188,324","18,676"
with_o75_male_medicare,"150,542","16,071","278,545","92,906","1,075,577","154,004","117,329","36,426","13,671","948,171","263,523","57,060","58,679","353,043","188,778","97,038","84,761","128,693","121,376","53,033","170,278","210,341","318,100","170,701","78,970","186,953","40,047","56,861","100,168","46,638","267,327","74,066","601,931","312,010","22,136","352,410","110,944","143,034","424,410","34,454","172,982","25,591","203,507","666,159","70,993","24,224","250,663","222,715","66,350","185,522","18,625"
no_o75_male_medicare,"1,578",191,"3,860","1,101","27,162","1,787","2,354",441,479,"18,740","5,908",773,531,"8,625","1,864",712,"1,813","1,705","1,789",719,"6,584","4,508","4,122","1,241",961,"1,979",668,640,"1,906",741,"6,664",947,"8,343","3,536",419,"3,132","1,504","1,657","6,314",140,"1,404",355,"1,687","15,830",751,185,"5,600","4,202",939,"2,802",51
total_u6_female_medicare,"175,216","24,590","231,330","106,566","1,221,474","177,144","105,376","32,647","21,925","657,760","368,469","46,173","64,586","395,603","234,934","108,641","102,323","152,366","159,687","36,662","206,594","198,223","316,230","191,688","98,134","202,228","32,794","68,620","103,870","36,907","305,355","61,979","608,233","348,298","28,609","387,218","144,232","117,683","393,175","30,937","174,460","31,138","242,115","1,123,204","137,249","15,924","277,522","245,442","50,075","179,941","20,061"
with_u6_female_medicare,694,10,760,303,"8,862","1,335",477,137,71,"3,009","2,388",184,256,"2,091","1,595",446,498,749,841,155,"2,787",847,"3,635",94,547,701,0,377,0,527,975,407,"6,265","2,561",0,"2,428",884,645,843,259,"1,354",0,"1,859","7,570",119,0,"2,424","1,192",187,670,101
no_u6_female_medicare,"174,522","24,580","230,570","106,263","1,212,612","175,809","104,899","32,510","21,854","654,751","366,081","45,989","64,330","393,512","233,339","108,195","101,825","151,617","158,846","36,507","203,807","197,376","312,595","191,594","97,587","201,527","32,794","68,243","103,870","36,380","304,380","61,572","601,968","345,737","28,609","384,790","143,348","117,038","392,332","30,678","173,106","31,138","240,256","1,115,634","137,130","15,924","275,098","244,250","49,888","179,271","19,960"
total_618_female_medicare,"418,659","61,555","592,860","255,257","3,149,880","445,542","273,730","78,901","44,948","1,602,610","942,374","104,237","176,177","1,009,561","570,953","267,773","249,430","364,054","389,673","89,729","500,762","503,371","781,849","483,845","251,464","497,008","88,128","176,694","247,389","94,250","732,305","176,144","1,445,075","836,981","65,804","943,580","359,059","315,190","980,796","78,378","426,451","80,819","556,743","2,763,748","344,624","44,299","695,482","600,921","133,325","465,079","47,882"
with_618_female_medicare,"2,077",244,"2,300",939,"22,742","2,960","2,979",667,0,"11,232","5,877",144,713,"6,958","3,387","1,421","1,279","2,648","2,620",175,"4,627","2,194","4,097","1,403","1,223","2,492",95,698,"1,503",443,"4,597",923,"8,915","5,802",60,"5,164","4,669",899,"7,136",543,"3,032",280,"3,950","16,018",552,35,"4,058","3,075",700,"1,143",234
no_618_female_medicare,"416,582","61,311","590,560","254,318","3,127,138","442,582","270,751","78,234","44,948","1,591,378","936,497","104,093","175,464","1,002,603","567,566","266,352","248,151","361,406","387,053","89,554","496,135","501,177","777,752","482,442","250,241","494,516","88,033","175,996","245,886","93,807","727,708","175,221","1,436,160","831,179","65,744","938,416","354,390","314,291","973,660","77,835","423,419","80,539","552,793","2,747,730","344,072","44,264","691,424","597,846","132,625","463,936","47,648"
total_1925_female_medicare,"236,739","26,212","326,822","140,761","1,724,293","258,542","150,433","42,554","40,094","876,822","504,681","50,344","93,191","543,711","317,131","148,370","136,645","198,446","196,838","53,528","252,393","342,330","449,154","240,964","133,502","277,601","47,020","93,086","124,373","57,355","369,039","85,957","869,245","492,049","39,626","497,270","187,344","173,435","557,374","51,269","228,203","37,123","316,758","1,413,787","193,564","28,133","372,150","311,257","72,992","264,614","22,256"
with_1925_female_medicare,"1,556",445,"2,932",393,"15,279",945,"1,832",208,613,"6,769","4,316",207,820,"4,564","1,414","2,213","1,560","1,942","1,190","1,602","3,310","3,213","3,163","1,997","1,419","2,856",404,"1,153","1,471",156,"2,585","1,068","7,153","2,945",316,"5,667","2,166",637,"4,630",360,"1,528",0,"3,536","7,691","1,013",805,"3,240","3,346",638,"2,145",48
no_1925_female_medicare,"235,183","25,767","323,890","140,368","1,709,014","257,597","148,601","42,346","39,481","870,053","500,365","50,137","92,371","539,147","315,717","146,157","135,085","196,504","195,648","51,926","249,083","339,117","445,991","238,967","132,083","274,745","46,616","91,933","122,902","57,199","366,454","84,889","862,092","489,104","39,310","491,603","185,178","172,798","552,744","50,909","226,675","37,123","313,222","1,406,096","192,551","27,328","368,910","307,911","72,354","262,469","22,208"
total_2634_female_medicare,"293,404","48,378","448,328","172,745","2,496,642","397,542","206,512","56,075","71,317","1,257,560","684,368","78,240","109,229","757,717","401,709","174,655","164,628","261,686","268,537","77,243","362,126","435,465","576,218","328,125","162,260","360,470","63,777","109,211","201,146","77,931","536,125","120,906","1,243,317","645,247","47,291","693,187","238,164","263,377","731,642","67,902","309,984","49,873","439,105","1,940,340","216,457","33,775","517,560","513,612","89,263","325,804","35,517"
with_2634_female_medicare,"3,744",651,"3,602","3,592","26,238","2,128","2,077",512,37,"11,168","6,396",623,"1,571","8,199","5,914","2,523","1,701","3,856","4,839","1,697","4,658","4,150","6,653","3,434","1,461","3,464",718,"1,335","1,642","1,647","4,495","2,619","13,984","8,080",272,"9,481","3,356","3,272","8,138",423,"4,055",416,"4,295","14,385","1,344",820,"5,348","4,861","1,064","3,729",215
no_2634_female_medicare,"289,660","47,727","444,726","169,153","2,470,404","395,414","204,435","55,563","71,280","1,246,392","677,972","77,617","107,658","749,518","395,795","172,132","162,927","257,830","263,698","75,546","357,468","431,315","569,565","324,691","160,799","357,006","63,059","107,876","199,504","76,284","531,630","118,287","1,229,333","637,167","47,019","683,706","234,808","260,105","723,504","67,479","305,929","49,457","434,810","1,925,955","215,113","32,955","512,212","508,751","88,199","322,075","35,302"
total_3544_female_medicare,"328,286","50,818","458,214","198,328","2,650,679","414,139","235,075","65,329","57,813","1,434,933","766,701","93,171","127,246","830,617","434,943","202,786","189,521","280,428","312,617","88,529","431,934","463,142","613,626","386,038","199,174","398,200","72,757","129,834","216,897","86,582","611,882","133,791","1,272,347","716,265","50,374","738,486","266,370","294,320","821,804","70,083","347,283","56,775","471,746","2,125,829","228,826","40,728","593,337","551,157","103,492","371,106","38,675"
with_3544_female_medicare,"8,650",957,"6,349","6,057","32,733","2,926","4,952",667,379,"20,441","12,433","1,217","3,117","11,156","10,227","3,822","3,115","5,234","7,580","2,333","5,201","7,874","13,186","5,836","5,958","7,664","1,517","5,001","2,087","2,598","8,017","3,333","22,223","12,288",487,"18,070","5,863","5,201","16,141",957,"6,701","1,191","7,881","27,291","3,558","1,285","8,286","8,613","2,603","5,697",600
no_3544_female_medicare,"319,636","49,861","451,865","192,271","2,617,946","411,213","230,123","64,662","57,434","1,414,492","754,268","91,954","124,129","819,461","424,716","198,964","186,406","275,194","305,037","86,196","426,733","455,268","600,440","380,202","193,216","390,536","71,240","124,833","214,810","83,984","603,865","130,458","1,250,124","703,977","49,887","720,416","260,507","289,119","805,663","69,126","340,582","55,584","463,865","2,098,538","225,268","39,443","585,051","542,544","100,889","365,409","38,075"
total_4554_female_medicare,"317,413","37,980","430,319","180,621","2,406,955","346,031","225,325","60,302","35,876","1,389,851","720,237","83,265","109,001","773,609","404,996","177,810","158,642","276,466","267,639","84,672","390,875","429,973","598,912","323,356","184,021","361,056","61,263","107,855","197,840","84,064","602,910","119,479","1,204,358","688,932","36,122","700,016","227,062","257,480","758,947","65,092","328,071","47,589","440,559","1,875,116","188,430","37,605","533,747","455,648","109,981","336,864","28,107"
with_4554_female_medicare,"19,603","1,201","12,660","9,096","54,640","7,807","6,425","1,789",152,"42,112","27,004","2,379","2,970","25,301","22,148","7,127","5,228","15,079","14,641","4,381","12,487","10,923","22,667","8,652","10,286","17,578","1,626","2,304","6,280","3,780","15,122","3,960","44,289","28,368","1,476","26,740","13,241","8,478","30,131","3,908","17,092","2,394","19,843","48,667","3,561","2,680","17,510","12,516","6,323","10,134",803
no_4554_female_medicare,"297,810","36,779","417,659","171,525","2,352,315","338,224","218,900","58,513","35,724","1,347,739","693,233","80,886","106,031","748,308","382,848","170,683","153,414","261,387","252,998","80,291","378,388","419,050","576,245","314,704","173,735","343,478","59,637","105,551","191,560","80,284","587,788","115,519","1,160,069","660,564","34,646","673,276","213,821","249,002","728,816","61,184","310,979","45,195","420,716","1,826,449","184,869","34,925","516,237","443,132","103,658","326,730","27,304"
total_5564_female_medicare,"338,031","41,664","449,794","190,700","2,352,686","339,993","260,006","75,183","32,177","1,558,172","688,693","88,246","114,212","803,588","425,196","200,367","175,715","297,463","294,619","106,777","425,935","483,428","677,644","361,178","189,906","403,137","71,945","114,143","196,267","110,052","634,729","132,751","1,331,693","707,324","43,309","771,956","237,138","256,380","879,088","77,036","369,607","56,427","463,531","1,692,150","154,725","47,633","563,485","461,314","120,168","402,049","37,183"
with_5564_female_medicare,"48,486","2,161","31,582","25,877","148,416","19,456","19,327","8,986","1,805","129,765","68,554","5,108","9,103","61,620","44,810","17,269","16,476","40,413","39,338","10,155","26,291","33,972","72,926","22,239","28,180","47,341","4,873","8,869","15,964","8,828","42,400","14,712","117,848","70,839","2,680","82,990","29,000","22,020","83,726","7,329","41,888","4,395","52,929","131,232","9,821","2,759","47,664","30,952","19,618","32,155","3,014"
no_5564_female_medicare,"289,545","39,503","418,212","164,823","2,204,270","320,537","240,679","66,197","30,372","1,428,407","620,139","83,138","105,109","741,968","380,386","183,098","159,239","257,050","255,281","96,622","399,644","449,456","604,718","338,939","161,726","355,796","67,072","105,274","180,303","101,224","592,329","118,039","1,213,845","636,485","40,629","688,966","208,138","234,360","795,362","69,707","327,719","52,032","410,602","1,560,918","144,904","44,874","515,821","430,362","100,550","369,894","34,169"
total_6574_female_medicare,"293,046","32,603","428,257","169,699","1,922,488","298,048","207,892","70,315","28,302","1,420,448","552,771","85,408","105,160","675,373","367,549","172,901","156,361","254,113","255,915","97,749","335,884","397,255","602,600","306,962","164,302","351,047","71,966","103,532","172,959","88,948","503,669","130,571","1,097,661","611,427","37,804","685,700","208,022","257,804","784,655","64,915","331,194","51,540","397,241","1,342,068","130,038","43,627","466,773","417,075","115,910","346,486","34,544"
with_6574_female_medicare,"280,455","30,805","402,244","163,598","1,760,135","280,716","191,934","66,874","26,076","1,331,007","515,264","78,811","100,885","623,497","348,135","166,749","148,274","243,732","243,683","93,381","300,068","362,194","579,292","289,231","158,920","333,831","68,478","97,742","160,058","83,754","456,886","124,524","1,027,150","583,889","36,779","642,034","198,338","246,164","742,475","60,136","318,764","49,800","381,115","1,232,263","121,675","41,803","435,801","386,905","112,303","332,860","32,722"
no_6574_female_medicare,"12,591","1,798","26,013","6,101","162,353","17,332","15,958","3,441","2,226","89,441","37,507","6,597","4,275","51,876","19,414","6,152","8,087","10,381","12,232","4,368","35,816","35,061","23,308","17,731","5,382","17,216","3,488","5,790","12,901","5,194","46,783","6,047","70,511","27,538","1,025","43,666","9,684","11,640","42,180","4,779","12,430","1,740","16,126","109,805","8,363","1,824","30,972","30,170","3,607","13,626","1,822"
total_o75_female_medicare,"208,861","18,776","333,564","123,172","1,476,632","197,083","160,696","47,351","22,223","1,202,756","376,522","75,967","68,745","505,381","257,770","130,612","111,584","173,001","173,786","67,905","246,886","298,686","421,459","217,315","113,524","251,777","45,820","73,327","117,663","60,305","392,523","95,571","871,641","429,606","28,209","489,662","150,190","181,135","597,050","48,128","228,438","33,425","275,769","903,781","86,429","30,822","340,122","291,229","82,249","241,468","21,502"
with_o75_female_medicare,"206,410","18,373","328,598","121,870","1,439,181","193,992","157,983","46,879","21,531","1,172,253","370,347","74,841","68,100","495,011","255,041","129,550","110,586","170,687","170,957","66,950","241,280","290,013","417,623","215,560","112,547","248,556","45,422","72,414","114,522","59,327","383,990","94,274","859,538","424,053","27,985","482,100","148,239","178,347","589,057","47,403","226,381","33,112","273,055","875,414","85,785","30,441","333,127","287,010","81,732","239,306","21,368"
no_o75_female_medicare,"2,451",403,"4,966","1,302","37,451","3,091","2,713",472,692,"30,503","6,175","1,126",645,"10,370","2,729","1,062",998,"2,314","2,829",955,"5,606","8,673","3,836","1,755",977,"3,221",398,913,"3,141",978,"8,533","1,297","12,103","5,553",224,"7,562","1,951","2,788","7,993",725,"2,057",313,"2,714","28,367",644,381,"6,995","4,219",517,"2,162",134
total_u6_male_medicaid,"176,722","29,639","241,846","108,462","1,286,384","191,008","112,528","32,173","24,232","699,028","383,463","45,573","71,152","408,833","250,193","112,518","102,284","165,298","173,765","35,750","213,584","212,930","321,735","197,706","101,050","217,909","34,102","75,296","105,042","37,658","320,351","63,687","634,825","370,074","28,087","402,597","147,192","124,607","412,504","35,561","170,469","35,724","257,414","1,166,218","143,128","17,018","292,510","259,096","53,260","193,214","17,529"
with_u6_male_medicaid,"83,797","11,996","93,468","55,867","556,522","69,632","42,951","12,886","8,448","319,028","176,736","15,834","28,085","152,354","105,019","47,492","35,415","88,108","101,862","13,914","74,091","74,226","137,007","69,187","52,649","90,930","14,514","24,709","49,240","11,504","116,637","40,108","294,375","165,739","6,669","169,092","76,566","53,788","172,420","11,930","81,318","10,785","122,434","481,451","27,225","6,259","93,498","106,646","26,380","73,297","6,519"
no_u6_male_medicaid,"92,925","17,643","148,378","52,595","729,862","121,376","69,577","19,287","15,784","380,000","206,727","29,739","43,067","256,479","145,174","65,026","66,869","77,190","71,903","21,836","139,493","138,704","184,728","128,519","48,401","126,979","19,588","50,587","55,802","26,154","203,714","23,579","340,450","204,335","21,418","233,505","70,626","70,819","240,084","23,631","89,151","24,939","134,980","684,767","115,903","10,759","199,012","152,450","26,880","119,917","11,010"
total_618_male_medicaid,"428,525","67,498","618,592","272,942","3,301,152","468,090","282,674","82,819","43,091","1,688,286","989,319","113,854","185,329","1,052,282","618,618","278,350","272,117","381,860","403,635","99,015","516,279","521,880","821,905","496,580","268,040","528,035","92,640","183,111","266,015","100,259","767,427","176,300","1,515,040","906,914","67,950","998,284","376,547","319,538","1,021,049","75,909","442,924","85,312","588,760","2,896,238","364,400","46,754","731,612","636,305","139,281","486,932","51,089"
with_618_male_medicaid,"181,816","25,959","226,346","126,029","1,428,966","152,593","100,569","31,430","19,815","632,187","392,920","39,266","58,715","374,208","217,098","99,674","81,951","170,206","210,854","33,874","166,059","179,705","309,840","154,906","127,322","183,770","34,575","54,392","97,846","28,506","248,409","106,456","663,691","364,383","13,265","359,173","167,292","128,305","395,101","28,994","190,847","24,815","236,254","979,140","64,664","19,042","220,645","234,094","62,363","153,778","16,846"
no_618_male_medicaid,"246,709","41,539","392,246","146,913","1,872,186","315,497","182,105","51,389","23,276","1,056,099","596,399","74,588","126,614","678,074","401,520","178,676","190,166","211,654","192,781","65,141","350,220","342,175","512,065","341,674","140,718","344,265","58,065","128,719","168,169","71,753","519,018","69,844","851,349","542,531","54,685","639,111","209,255","191,233","625,948","46,915","252,077","60,497","352,506","1,917,098","299,736","27,712","510,967","402,211","76,918","333,154","34,243"
total_1925_male_medicaid,"232,787","27,293","348,495","138,570","1,752,920","264,241","163,223","40,739","32,012","887,181","496,895","46,708","89,565","556,877","328,101","161,759","146,618","203,087","189,204","56,037","251,912","330,355","456,164","254,253","136,152","275,075","51,191","96,903","127,627","58,683","382,893","95,170","850,680","477,035","39,794","516,409","194,089","180,389","570,825","50,378","221,632","42,000","315,984","1,449,605","196,704","31,480","362,976","325,409","80,109","271,790","24,716"
with_1925_male_medicaid,"24,441","4,696","57,473","23,704","474,581","47,298","38,658","8,566","7,509","107,267","48,090","10,032","11,857","94,080","55,509","24,972","11,857","43,634","52,298","11,105","49,928","69,036","96,394","41,993","17,012","29,759","8,212","10,700","26,160","4,740","66,282","30,926","224,661","76,898","2,874","88,799","30,716","40,451","97,701","8,223","29,724","3,246","42,674","124,556","13,279","6,104","55,239","64,307","15,592","39,521","1,179"
no_1925_male_medicaid,"208,346","22,597","291,022","114,866","1,278,339","216,943","124,565","32,173","24,503","779,914","448,805","36,676","77,708","462,797","272,592","136,787","134,761","159,453","136,906","44,932","201,984","261,319","359,770","212,260","119,140","245,316","42,979","86,203","101,467","53,943","316,611","64,244","626,019","400,137","36,920","427,610","163,373","139,938","473,124","42,155","191,908","38,754","273,310","1,325,049","183,425","25,376","307,737","261,102","64,517","232,269","23,537"
total_2634_male_medicaid,"268,163","46,511","457,273","171,475","2,539,193","419,094","202,578","54,644","59,103","1,226,743","640,094","74,283","115,313","749,340","394,536","179,923","162,926","259,047","247,173","74,390","337,227","434,347","594,509","332,588","137,976","354,684","65,098","113,493","201,807","81,372","528,345","120,734","1,208,679","605,177","52,682","685,312","230,326","268,445","736,793","68,303","281,527","50,317","423,370","1,906,911","230,508","34,287","482,664","526,974","89,285","335,465","33,365"
with_2634_male_medicaid,"24,553","8,918","68,312","30,553","524,761","52,779","35,545","9,278","8,911","108,498","51,363","13,527","18,914","92,958","56,199","25,977","11,177","59,009","56,803","14,112","50,517","83,762","114,418","47,714","13,570","30,238","12,160","8,794","33,940","8,092","72,958","32,622","274,362","54,783","4,263","111,293","31,201","53,552","111,067","13,227","24,980","3,917","34,617","96,609","18,415","7,747","62,694","75,484","21,650","40,845","1,852"
no_2634_male_medicaid,"243,610","37,593","388,961","140,922","2,014,432","366,315","167,033","45,366","50,192","1,118,245","588,731","60,756","96,399","656,382","338,337","153,946","151,749","200,038","190,370","60,278","286,710","350,585","480,091","284,874","124,406","324,446","52,938","104,699","167,867","73,280","455,387","88,112","934,317","550,394","48,419","574,019","199,125","214,893","625,726","55,076","256,547","46,400","388,753","1,810,302","212,093","26,540","419,970","451,490","67,635","294,620","31,513"
total_3544_male_medicaid,"305,391","52,779","459,200","191,081","2,726,704","439,987","226,719","60,797","54,496","1,405,416","684,732","88,531","126,853","822,741","427,783","202,754","186,201","272,501","287,804","85,629","400,084","455,585","600,912","391,949","177,269","389,003","75,485","128,389","220,879","91,221","613,563","133,778","1,255,776","655,571","52,942","718,735","254,453","299,017","812,315","71,027","326,159","58,793","446,714","2,123,764","235,508","40,352","563,020","568,766","102,229","369,911","41,244"
with_3544_male_medicaid,"24,870","8,354","65,652","29,446","505,734","52,588","33,287","8,964","6,766","127,639","45,561","14,567","16,226","98,753","60,256","25,830","11,358","57,565","56,203","15,972","50,626","91,735","112,313","54,331","18,611","36,667","12,852","12,774","27,695","9,319","65,866","31,920","276,363","57,294","3,632","109,893","31,455","50,402","118,966","11,750","31,587","3,881","40,608","112,431","17,661","7,743","62,246","72,516","21,102","45,485","2,422"
no_3544_male_medicaid,"280,521","44,425","393,548","161,635","2,220,970","387,399","193,432","51,833","47,730","1,277,777","639,171","73,964","110,627","723,988","367,527","176,924","174,843","214,936","231,601","69,657","349,458","363,850","488,599","337,618","158,658","352,336","62,633","115,615","193,184","81,902","547,697","101,858","979,413","598,277","49,310","608,842","222,998","248,615","693,349","59,277","294,572","54,912","406,106","2,011,333","217,847","32,609","500,774","496,250","81,127","324,426","38,822"
total_4554_male_medicaid,"292,027","42,240","419,093","171,974","2,391,052","360,055","213,886","53,993","35,196","1,337,727","663,766","80,693","113,381","764,907","404,705","182,956","162,610","270,522","249,907","81,682","368,796","409,952","583,910","338,146","166,931","349,511","63,240","110,815","199,287","83,274","583,990","117,083","1,149,506","646,866","40,057","688,505","224,991","261,821","748,223","60,128","301,874","49,974","418,320","1,826,466","193,135","38,749","509,745","470,218","107,939","345,751","32,188"
with_4554_male_medicaid,"24,616","6,403","51,525","25,814","431,369","36,915","33,782","6,131","5,683","114,052","43,887","10,328","11,928","90,383","47,118","20,865","10,304","52,259","53,485","12,548","37,509","72,333","98,694","41,085","15,959","31,208","7,263","9,333","20,331","5,000","63,654","25,703","247,392","49,673","2,737","94,778","24,454","42,034","101,964","10,966","21,286","2,643","36,555","95,903","13,938","5,536","50,503","54,074","19,342","37,672","1,299"
no_4554_male_medicaid,"267,411","35,837","367,568","146,160","1,959,683","323,140","180,104","47,862","29,513","1,223,675","619,879","70,365","101,453","674,524","357,587","162,091","152,306","218,263","196,422","69,134","331,287","337,619","485,216","297,061","150,972","318,303","55,977","101,482","178,956","78,274","520,336","91,380","902,114","597,193","37,320","593,727","200,537","219,787","646,259","49,162","280,588","47,331","381,765","1,730,563","179,197","33,213","459,242","416,144","88,597","308,079","30,889"
total_5564_male_medicaid,"303,609","44,005","421,089","180,336","2,291,167","329,257","244,215","65,962","30,456","1,438,758","633,811","86,548","108,968","768,008","409,267","194,900","166,548","277,436","263,392","99,471","386,669","454,402","648,212","361,773","168,805","378,256","69,407","114,454","195,486","105,367","603,880","121,527","1,244,634","651,012","43,965","733,532","223,543","246,752","838,891","72,932","329,945","56,360","430,752","1,612,817","153,663","44,893","527,189","453,383","113,556","395,468","34,206"
with_5564_male_medicaid,"39,742","8,714","66,896","37,431","472,850","44,261","37,501","11,537","9,333","147,253","64,725","15,426","10,928","107,740","56,008","27,940","13,768","56,880","59,564","16,274","49,957","87,943","119,106","46,480","25,473","42,849","9,281","11,565","25,740","9,964","69,861","29,824","298,038","67,436","4,499","104,854","29,771","43,654","125,218","12,621","39,012","3,675","51,516","135,671","11,984","8,834","56,527","64,228","23,409","50,924","2,821"
no_5564_male_medicaid,"263,867","35,291","354,193","142,905","1,818,317","284,996","206,714","54,425","21,123","1,291,505","569,086","71,122","98,040","660,268","353,259","166,960","152,780","220,556","203,828","83,197","336,712","366,459","529,106","315,293","143,332","335,407","60,126","102,889","169,746","95,403","534,019","91,703","946,596","583,576","39,466","628,678","193,772","203,098","713,673","60,311","290,933","52,685","379,236","1,477,146","141,679","36,059","470,662","389,155","90,147","344,544","31,385"
